thai,burmese,count,status
วันที่เท่าไหร่.,ဘယ််နေ့လဲ,-,Queue
ใคร.,ဘယ်သူလဲ,1500,Queue
ของใคร.,ဘယ်သူ့ဟာလဲ,4500,Queue
เพื่ออะไร.,ဘာလုပ်ဖို့လဲ,5500,Queue
ทำไม.,ဘာကြောင့်လဲ,1800,Queue
อย่างไร.,ဘယ်လိုလဲ,3500,Queue
อะไร.,ဘာလဲ,-,Queue
เท่าไร.,ဘယ်လောက်လဲ,-,Queue
ที่ไหน.,ဘယ်မှာလဲ,-,Queue
ใครเป็นเจ้าของ .,ဘယ်သူပိုင်လဲ,6500,Queue
อะไรเกิดขึ้น .,ဘာဖြစ်တာလဲ,3000,Queue
ที่ไหนคุณอยู่ .,ခင်ဗျားဘယ်မှာလဲ,3200,Queue
เมื่อไรคุณจะมา .,ဘယ််အချိန်လာမှာလဲ,3500,Queue
ทำไมคุณเศร้า .,ဘာလို့ဝမ်းနည်းလဲ,2500,Queue
อย่างไรคุณทำ .,အခြေအနေဘယ်လိုလဲ,3000,Queue
เท่าไรมันมีราคา .,ဒါဘယ်လောက်လဲ,3500,Queue
ผมทำการบ้าน.,ငါအိမ်စာလုပ်တယ် (simple),600,Queue
ผมจะทำการบ้าน.,ငါအိမ်စာလုပ်မယ် (future),100,Queue
ผมได้ทำการบ้านแล้ว.,ငါအိမ်စာလုပ်လိုက်တယ် (perfect),100,Queue
ผมทำการบ้านแล้ว.,ငါအိမ်စာလုပ်ပြီးပြီ (past),100,Queue
ผมกำลังทำการบ้านอยู่ .,ငါအိမ်စာလုပ်နေတယ် (containous),200,Queue
เสร็จแล้ว.,ပြီးပြီ,100,Queue
พยัญชนะ.,ဗျည်း,-,Queue
โฆษณา.,ကြော်ငြာ,3000,Queue
ประวัติศาสตร์.,သမိုင်း,1000,Queue
ข่าว.,သတင်း,-,Queue
ผมดูข่าวใน YouTube เสมอ.,ယူကျု့က သတင်းအမြဲကြည့်တယ်,1000,Queue
หรือเปล่า.,ဟုတ်တယ်မလား,1000,Queue
อีก.,ပို၍,1000,Queue
ผมจะเรียนต่อไปอีก.,ကျနော်ဆက်လေ့လာနေမယ်,1000,Queue
ตอนสาย.,နေမြင့်,500,Queue
ตอนกลางวัน.,နေ့ဖက်,500,Queue
ตอนกลางคืน.,ညဖက်,500,Queue
โมง.,နာရီထိုး (နေ့ဖက်),-,Queue
ทุ่ม.,နာရီီထိုး (ညဖက်),500,Queue
ยาม.,နာရီထိုး (ညဖက်) ထိုင်း,500,Queue
เช้าหรือสาย.,စော သို့ နောက်ကျသော,2500,Queue
ค่อนข้างสูง.,အတော်လေးအရပ်ရှည်တယ်,1500,Queue
เริ่ม หรือ เลิก.,အစပြု သို့ အဆုံးသတ်သည်,2000,Queue
เริ่มงาน.,အလုပ်စ သည်,500,Queue
เข้าเรียน.,စာသင်ခန်းထဲဝင်သည်,500,Queue
เริ่มเรียน.,စာ စသင်သည်,2000,Queue
เลิกเรียน.,စာသင်် ပြီးသည်,100,Queue
เข้านอน.,အိပ်ရာဝင်သည်,2500,Queue
ตื่นนอน.,အိပ်ရာထသည်,1500,Queue
ประมาณ.,ခန့်/ဝန်းကျင်,10,Queue
พมคิดว่างานนี้จะใช้เวลาประมาณ 2 ชั่วโมง.,ဒီအလုပ်က ၂ နာရီလောက်ကြာမယ်ထင်တယ်,900,Queue
นาน.,ကြာသည်,10,Queue
ผมรอคอยเธอ นาน มาก.,သူမကို အကြာကြီးစောင့်ခဲ့တယ်,1500,Queue
ต้อง.,လုပ်ရမယ်,500,Queue
อาหารพื้นเมือง.,ဒေသစာ,1600,Queue
ข้าวเหนียว.,ကောက်ညှင်း,-,Queue
ไก่ย่าง.,ကြက်ကင်,500,Queue
ไก่ทอด.,ကြက််ကြော်,1000,Queue
แหนมทอด.,ဝက်သားချဥ်ကြော်,1500,Queue
หมูปิ้ง.,ဝက််ကင်,-,Queue
แซ่บ.,စပ်စပ်ကောင်းကောင်း,200,Queue
เผ็ด.,စပ်သော,10,Queue
ปานกลาง.,အနေတော်,1500,Queue
ปลาร้า.,ထိုင်းငပိ,500,Queue
น้ำพริกนุ่ม.,ငရုပ်သီးစိမ်းထောင်း,1000,Queue
น้ำพริกอ่อง.,ဝက်ခရမ်းချဥ်သီး,500,Queue
แคบหมู.,ဝက်ခေါက်ကြော်,2000,Queue
ขนมจีน.,ထိုင်းမုန့်ဟင်းခါး,2000,Queue
น้ำเงี้ยว.,ရှမ်းစတိုင်ခေါက်ဆွဲ,1000,Queue
ข้าวซอย.,ခေါက်ဆွဲ,-,Queue
แกงไตปลา.,ငါးအူဟင်း,1600,Queue
ข้าวยำ.,အသုတ်စုံထမင်း,2500,Queue
ภาคอีสาน.,အရှေ့မြောက်ပိုင်း,600,Queue
ภาคเหนือ.,မြောက်ပိုင်း,1500,Queue
ปักษ์ใต้.,တောင်ပိုင်း,1000,Queue
ภาคกลาง.,အလယ်ပိုင်း,2500,Queue
ลอง.,ကြိုးစားသည်,1000,Queue
เขาพยายามมากเลย.,သူအရမ်းကြိုးစားတယ်,3000,Queue
ทุเรียน.,ဒူးရင်း,-,Queue
เงาะ.,ကြက်မောက်သီး,500,Queue
มังคุด,မင်းဂွတ်,-,Queue
ลิ้นจี่,လိုင်ချီး,100,Queue
มะละกอ,သင်္ဘောသီး,2600,Queue
เกรปฟรุต.,ကျွဲကော,-,Queue
"กิโล, โล",ကီလို,-,Queue
ละ,နှုန်း,-,Queue
"ผล, ลูก",သစ််သီး,-,Queue
ใบ,သစ်ရွက်,-,Queue
จาน,ပန်းကန်,-,Queue
ชิ้น.,ပစ္စည်း,1000,Queue
ผลไม้รวม.,သစ်သီးရောနှော,500,Queue
สุก หรือ ดิบ.,မှည့် သို့ စိမ်းသော,1300,Queue
สด หรือ เน่า.,လတ်ဆတ်သော သို့ မလတ်ဆတ်သော,2000,Queue
ราคา,ဈေးနှုန်း,1500,Queue
กว่า,ထက်ပို၍,500,Queue
รถคันนี้เร็วกว่ารถคันนั้น.,ဒီကားက အဲဒီကားထက် ပိုမြန်တယ်။,500,Queue
เช่า.,အိမ်ငှားသည်,100,Queue
ค่าเช่า.,အိိမ်ငှားခ,1300,Queue
เสียใจ.,နောင်တ,700,Queue
ผม ปฏิบัติตามกฎ.,ကျနော် ဥပဒေနဲ့အညီနေထိုင်တယ်,500,Queue
ใบอนุญาตทำงาน.,အလုပ်သမားကဒ်,100,Queue
สำลีพันด้าม.,နားကျပ်တံ,3000,Queue
กระจกเงา.,မှန်,1700,Queue
อาโวกาโดร.,ထောပတ်သီး,100,Queue
ดอกมะลิ.,စံပယ်ပန်း,100,Queue
ส่วนสูง 166 เซนติเมตร.,အရပ် ၁၆၆ စင်တီမီတာ,2600,Queue
น้ำหนัก 64.5 กิโลกรัม,ကိုယ်အလေးချိန် ၆၄.၅ ကီလိုဂရမ်,2500,Queue
ครั้งเดียวเท่านั้น.,တကြိမ်ပဲ,2300,Queue
องค์การสหประชาชาติ.,ကုလသမဂ္ဂ,1500,Queue
สถานทูต.,သံရုံး,1500,Queue
เปล่า.,ဟင့်အင်း,500,Queue
เจ้าหน้าที่.,အရာရှိ,500,Queue
โดยเฉพาะ.,အထူးသဖြင့်,100,Queue
ล้อเล่นนะ.,စတာပါ,1000,Queue
หนัง.,ရုပ်ရှင်,500,Queue
ร้านถ่ายเอกสาร.,မိတ္တူဆိုင်,1000,Queue
เคาน์เตอร์บริการข้อมูล.,အင်ဖော်မေးရှင်းကောင်တာ,1000,Queue
อันธพาล.,ဂိုဏ်းစတား,2600,Queue
เด็กหรือผู้ใหญ่.,အသက် ငယ် သို့ကြီးသော,2000,Queue
ฉันอายุมากกว่าคุณ.,ဟ,1000,Queue
ฉันอายุน้อยกว่าคุณ.,ဟ,1000,Queue
ดอกกุหลาบสวยกว่าเบญจมาศ.,ဟ,200,Queue
คิว.,တန်းစီသည်,2000,Queue
รอ.,စောင့်သည်,1000,Queue
ป้ายบอกทาง.,လမ်းဆိုင်းဘုတ်,1500,Queue
คำเตือน.,သတိ,1500,Queue
พระพุทธศาสนา.,ဗုဒ္ဓဘာသာ,-,Queue
ศาสนาคริสต์.,ခရစ်ယာန်ဘာသာ,-,Queue
มุสลิม.,မူစလင်ဘာသာ,-,Queue
ศาสนาฮินดู.,ဟိန္ဒူဘာသာ,-,Queue
ระหว่างการสอบ.,စာမေးပွဲတွင်း,1500,Queue
ซาลาเปา.,ပေါက်စီ,1000,Queue
เทียน.,ဖယောင်းတိုင်,1500,Queue
ก๊อกน้ำ.,ရေပိုက်ခေါင်း,500,Queue
อู่ซ่อมมอเตอร์ไซค์.,ဆိုင်ကယ်ဝပ်ရှော့,1100,Queue
พมจะบอกคุณ.,ကျနော်ပြောပါ့မယ်,500,Queue
ปิดไฟเมื่อไม่ใช้งาน.,မသုံးတဲ့အချိန်မီးပိတ်ပါ,1000,Queue
งานอดิเรกของผม.,ကျနော့်ဝါသနာ,2700,Queue
คือการอ่านหนังสือ.,စာအုပ်ဖတ်ခြင်းပါ,2700,Queue
ผมชอบอ่านหนังสือมาก.,စာအုပ််ဖတ်ရတာအရမ်းကြိုက်တယ်,2700,Queue
ผมเคยอ่านหนังสือ.,ကျနော်စာဖတ်လေ့ရှိတယ်,2700,Queue
หลายประเภท.,အမျိုးမျိုး,5700,Queue
เช่น นิยาย.,ဝတ္ထုတွေလိုမျိုး,2200,Queue
ประวัติศาสตร์.,သမိုင်း,1700,Queue
และชีวประวัติ .,အတ္ထုပတ္တိနဲ့,2200,Queue
แต่ผมชอบ.,ဒါပေမယ့် ကျနော် သဘောကျတယ်,1700,Queue
นิยายมากที่สุด.,ဝတ္ထုတွေ(အကြိုက်)ဆုံး,2200,Queue
ผมอ่านนิยาย.,ဝတ္ထုတွေဖတ်တယ်,2700,Queue
ของนักเขียนทั้งพม่า.,ဗမာစာရေးဆရာတွေ,2200,Queue
และต่างประเทศ.,နောက်ပြီး နိုင်ငံခြားက(စာရေးဆရာ),2700,Queue
ผมชอบเฮมิงเวย์.,ကျနော် ဟဲမင်းဝေးကြိုက်တယ်,2200,Queue
และโดสโตเยฟสกี.,နောက်ပြီး ဒိုစတိုယက်စကီး,2200,Queue
แทนที่จะซื้อหนังสือเล่ม.,စာအုပ်ဝယ်မယ့်အစား,2700,Queue
ผมชอบอ่านหนังสือ.,စာဖတ်ရတာကြိုက်တယ်,1700,Queue
อิเล็กทรอนิกส์มากกว่า.,အီးဘွတ်တွေပိုပြီး,2200,Queue
เพราะตอนนี้.,ဘာလို့လဲဆိုတော့ အခု,2200,Queue
ผมไม่มี.,ကျနော့်မှာ မရှိဘူး,1700,Queue
ที่วางหนังสือ.,စာအုပ်စင်,2200,Queue
ผมชอบฟัง.,နားထောင်ရတာကြိုက်တယ်,1700,Queue
หนังสือเสียง.,အသံစာအုပ်,1700,Queue
ทุกวัน.,နေ့တိုင်း,1700,Queue
ตอนนี้ผมกำลัง.,အခုကျနော်(လုပ်)နေတယ်,1700,Queue
อ่านหนังสือ.,စာဖတ်တယ်,1700,Queue
"""A History of Thailand"" โดย .",ရဲ့ A History of Thailand,1700,Queue
Chris Baker และ.,Chris Baker နဲ့,1700,Queue
ผาสุก พงษ์ไพจิตร.,ဖာဆုဖုန်ဖိုက်ကျစ်,1700,Queue
หนังสือเล่มนี้.,ဒီစာအုပ်,1900,Queue
เกี่ยวกับวิวัฒนาการ.,ဆင့်ကဲဖြစ်စဉ်အကြောင်း,2400,Queue
ของประเทศไทย.,ထိုင်းနိုင်ငံရဲ့,1900,Queue
ทั้งการเมือง.,နိုင်ငံရေးရော,3400,Queue
เศรษฐกิจ.,စီးပွားရေး,3900,Queue
และสังคม.,လူမှုရေးနဲ့,2400,Queue
ผมชอบหนังสือ.,ကျနော်ကြိုက်တယ်,1500,Queue
เล่มนี้มาก.,စာအုပ်ကို တကယ်,1500,Queue
ผมกำลังคิด.,ကျနော်ဘာသာပြန်ဖို့စဥ်းစားနေတယ်,2500,Queue
จะแปลหนังสือ.,ကျနော်ဘာသာပြန်ဖို့စဥ်းစားနေတယ်,2500,Queue
เล่มนี้.,ဒီစာအုပ်,1500,Queue
เป็นภาษาพม่า.,ဗမာဘာသာကို,2600,Queue
เพื่อให้ผู้อ่าน.,စာဖတ်သူတွေအတွက်,2600,Queue
ในพม่า.,ဗမာစာနဲ့,2600,Queue
สามารถเข้าถึง.,ဖတ်နိုင်အောင်,2600,Queue
หนังสือเล่มนี้ได้.,ဤစာအုပ်ကို ယခုရရှိနိုင်ပါပြီ။,2500,Queue
แล้วงาน.,ဤစာအုပ်ကို ယခုရရှိနိုင်ပါပြီ။,2500,Queue
อดิเรกของ.,မင်းရဲ့ဝါသနာက ဘာလဲ,2500,Queue
คุณคืออะไรครับ?.,မင်းရဲ့ဝါသနာက ဘာလဲ,2500,Queue
ช่วยเล่าให้ฟัง.,တဆိတ်လောက် ကျနော့်ကိုပြောပါ,2000,Queue
หน่อยครับ.,တဆိတ်လောက် ကျနော့်ကိုပြောပါ,2000,Queue
เก็บไว้.,သိမ်းထားပါ,1500,Queue
เก็บความลับนี้นะ.,ဒါကိုလျှို့ဝှက်ထားပါ,2300,Queue
สุขภาพ.,ကျန်းမာရေး,500,Queue
ที่จะสอน.,သင်ကြားသည်,1500,Queue
ส่ง.,ပေးပို့သည်,500,Queue
ส่งข้อความ.,မက်ဆေ့ပို့သည်,1000,Queue
ถั่วงอก.,ပဲပင်ပေါက်,2000,Queue
คุณทานข้าวเที่ยงแล้วหรือยัง.,နေ့လည်စာစားပြီးပြီလား,2200,Queue
ต้มแซ่บเนื้อ.,အမဲစွပ်ပြုတ်ချဉ်စပ်,-,Queue
อย่าโกหกฉัน.,ငါ့ကို မလိမ်နဲ့,2000,Queue
พัสดุ.,ပါဆယ်ထုတ်,500,Queue
ประตู.,ဂိတ်,500,Queue
ขอเรียกรถแท็กซี่หน่อย.,တက္ကစီခေါ်ပေးနိုင်မလား,1100,Queue
แปลภาษา.,ဘာသာပြန်ခြင်း,-,Queue
เพิ่มเติม.,ပို၍,500,Queue
ผมต้องการที่จะนอนหลับ.,အိပ်ချင်တယ်,10,Queue
ขอเบอร์โทรศัพท์หน่อย.,ဖုန်းနံပါတ် တချက်လောက်ပေးပါ,3000,Queue
ขอโทษครับ กี่โมงแล้วครับ.,တဆိတ်လောက် ဘယ်နှနာရီထိုးပြီလဲ,700,Queue
8โมง15นาที.,၈ နာရီ ၁၅ မိနစ်,500,Queue
คุณจะเข้าเรียนกี่โมงครับ.,ဘယ်နှနာရီကျောင်းသွားလဲ,1500,Queue
9 โมงตรง.,၉ နာရီအတိပါ,1000,Queue
จะเลิกเรียนกี่โมงครับ.,ကျောင်းဘယ်နှနာရီဆင်းလဲ,1000,Queue
11 โมง 50 นาที.,၁၁ နာရီ ၅၀ မိနစ်,1000,Queue
จะทานอาหารเที่ยงกี่โมงครับ.,ဘယ်အချိန်နေ့လည်စာစားလဲ,1000,Queue
เที่ยงตรง.,မွန်းတည့်အတိ,1000,Queue
บทอ่าน-ฟัง.,အဖတ်နဲ့ နားထောင် အပိုင်း,1000,Queue
แอนน์และจอห์นมาเรียนภาษาไทยทุกวัน.,အန်းနဲ့ဂျွန်က ထိုင်းစာနေ့တိုင်းလာ သင်တယ်,300,Queue
วันนี้แอนน์มาถึงห้องเรียนเช้า.,ဒီနေ့ အန်းက ကျောင်းစောစောလာတယ်,300,Queue
และเข้าเรียนเวลา 9 โมง.,နောက်ပြီး ၉ နာရီမှာ ကျောင်းတက်တယ်,600,Queue
จอห์นมาสายมาก.,ဂျွန်လာတာ သိပ်နောက်ကျတယ်,600,Queue
เขามาถึง ห้องเรียน เวลา9โมง15นาที.,၉ နာရီီ ၁၅ မှ အတန်းထဲရောက်လာတယ်,300,Queue
เขามาสายไป 15 นาที.,သူရောက်လာတာ ၁၅ မိနစ်နောက်ကျတယ်။,400,Queue
เขาเลิกเรียนประมาณเที่ยง.,နေ့လည်လောက်ကျောင်းပြီးတယ်,500,Queue
ตอนบ่ายจอห์นและแอนน์ทำการบ้าน.,နေ့လည််ပိုင်းမှာ ဂျွန်နဲ့အန်းတို့ အိမ်စာလုပ်ကြတယ်,800,Queue
ตอนเย็นเขาสองคนไปเที่ยวตลาด.,ညနေမှာ နှစ်ယောက်သား ဈေးသွားကြတယ်,600,Queue
เขาสองคน กลับบ้านตอน 2 ทุ่ม.,သူတို့ နှစ်ယောက် အိမ်ပြန်ရောက်တော့ ည ၈ နာရီ,600,Queue
วันนี้ตอนเช้าคุณทำอะไรครับ.,ဒီမနက် ဘာလုပ်ခဲ့လဲ။,600,Queue
ตื่นนอนแล้วก็มาเรียนหนังสือ.,အိပ််ရာထပြီး စာသွားသင်တယ်,600,Queue
ตอนบ่ายล่ะครับ.,ဒီနေ့လည်ကော ဘယ်လိုလဲ။,100,Queue
เรียนหนังสือแล้วก็กลับบ้าน.,စာသင်ပြီးတော့ အိမ်ပြန်တယ်,600,Queue
คุณไม่อยากไปเที่ยวบ้างหรือครับ.,ခရီးလေးတောင်မသွားချင်ဘူးလား။,600,Queue
ไม่ใช่ ผมต้องไปทำงานตอนเย็นครับ.,မဟုတ်ဘူး၊ ညနေအလုပ်သွားရမယ်,800,Queue
เริ่มทำงานกี่โมงครับ.,ဘယ်အချိန်ကစလုပ်တာလဲ။,600,Queue
ขอโทษครับ วันนี้มาเรียนสาย.,တောင်းပန်ပါတယ် ဒီနေ့အတန်းနောက်ကျတယ်,600,Queue
มาสายกี่นาทีครับ.,မင်းဘယ်နှစ်မိနစ်နောက်ကျနေတာလဲ။,600,Queue
15 นาทีครับ.,၁၅ မိိနစ်ပါ,100,Queue
พรุ่งนี้ จะมาเรียนตรงเวลาครับ.,မနက်​ဖြန်​ အတန်းချိန်​မှန်​လာပါ့မယ်​။,600,Queue
เมื่อวานนี้มาสายไหมครับ.,မနေ့က နောက်ကျနေသလား,600,Queue
เมื่อวานนี้มาเข้ามากครับ.,မနေ့က (လူ)အဝင်များတယ်,600,Queue
มาถึงห้องเรียน 7 โมงเช้าครับ.,မနက် 7 နာရီ အတန်းထဲရောက်ပါတယ်။,600,Queue
5 โมงเย็นครับ.,ညနေ ၅ နာရီ။,100,Queue
คุณล่ะครับ.,ခင််ဗျားရော။,100,Queue
และเลิกงานกี่โมงครับ.,နောက် အလုပ်က ဘယ်နှနာရီဆင်းလဲ,600,Queue
ผมมาตรงเวลาครับ.,ကျနော်အချိန်မှန်လာတယ်,600,Queue
ตอนกลางคืน ตอน 2 ทุ่มครับ.,ည ၈ နာရီမှာပါ,600,Queue
มา เรียน.,လာလေ့လာတယ်,100,Queue
ตรงเวลา.,အချိန်မှန်,100,Queue
คุณเรียนภาษาไทยกี่โมงครับ.,ထိုင်းစာကို ဘယ်အချိန်လေ့လာလဲ။,1000,Queue
เริ่มเรียนตั้งแต่เก้าโมงถึงเที่ยง.,အတန်းချိန် ၉ နာရီမှ နေ့လည်အထိ။,600,Queue
ตอนบ่ายมีเรียนไหมครับ.,နေ့လည် အတန်းရှိလား,600,Queue
ตอนบ่ายโมง จะไปตลาดซื้อผลไม้.,နေ့လည် ၁ နာရီမှာ အသီးသွားဝယ်မယ်။,600,Queue
คุณจะซื้อผลไม้ที่ตลาดนานไหมครับ.,ဈေးမှာ သစ်သီးဝယ်ဖို့ ဘယ်လောက်ကြာမလဲ။,600,Queue
ประมาณสามสิบนาทีครับ.,မိနစ်သုံးဆယ်ခန့်။,100,Queue
ตอนเย็นล่ะ คุณทำอะไรครับ.,ညနေ ဘာလာလုပ်တာလဲ။,600,Queue
ตอนเย็นกลับบ้านและทำการบ้านครับ.,ညနေ အိမ်ပြန်ပြီး အိမ်စာလုပ်ပါ။,600,Queue
ตอนกลางคืนล่ะครับ.,ညဖက်မှာ,600,Queue
ทำการบ้านแล้วก็เข้านอนครับ.,အိမ်စာလုပ်ပြီး အိပ်ရာဝင်တယ်,600,Queue
อยากทำอะไรก็ทำ.,လုပ်ချင်တာလုပ်,600,Queue
แป๊บเดียว.,ခဏပဲ,-,Queue
เดือนนี้เดือนอะไรครับ.,ဒါလက ဘယ်လလဲ။,100,Queue
เดือนมิถุนายนครับ.,ဇွန်လ။,100,Queue
คุณเกิดเดือนอะไรครับ.,မင်းဘယ်လမှာမွေးတာလဲ။,100,Queue
เดือนสิงหาคมครับ.,သြဂုတ်လ။,100,Queue
คุณล่ะครับ เกิดเดือนอะไร.,မင်းကော ဘယ်လမှာမွေးလဲ?,100,Queue
ตุลาคมครับ.,အောက်တိုဘာလ,100,Queue
เดือนหน้าคุณจะกลับบ้านไหมครับ.,နောက်လမှ အိမ်ပြန်မှာလား။,600,Queue
ผมกลับบ้านเมื่อเดือนที่แล้วครับ.,ငါပြီးခဲ့တဲ့လက အိမ်ပြန်ရောက်တယ်။,600,Queue
คุณล่ะครับ จะกลับบ้านเมื่อไหร่.,မင်းကော ဘယ်တော့အိမ်ပြန်မှာလဲ?,600,Queue
อีกสองเดือนครับ.,နောက်ထပ် နှစ်လနေရင်။,600,Queue
เมืองไทยมีกี่ฤดูครับ.,ထိုင်းမှာ ရာသီဥတုဘယ်နှမျိုးရှိလဲ။,600,Queue
3 ฤดูครับ มีฤดูร้อน.,ဥတု ၃ မျိုးရှိတယ်၊ နွေရာသီပါတယ်။,600,Queue
ฤดูฝน และฤดูหนาว.,မိုးရာသီနဲ့ ဆောင်းရာသီ,600,Queue
ที่อเมริกามีกี่ฤดูครับ.,အမေရိကမှာ ရာသီဥတုဘယ်နှမျိုးရှိလဲ။,600,Queue
มี 4 ฤดูครับ ฤดูร้อน ฤดูใบไม้ร่วง.,(၄)မျိုးရှိတယ်။ နွေရာသီ၊ ဆောင်းဦးရာသီ ,600,Queue
ฤดูหนาว ฤดูใบไม้ผลิ.,ဆောင်းရာသီ၊ နွေဦး,600,Queue
ตอนนี้เมืองไทยเป็นฤดูอะไรครับ.,အခု ထိုင်းမှာ ဘယ်ရာသီလဲ။,600,Queue
ฤดูร้อนครับ.,နွေရာသီ။,100,Queue
ที่อังกฤษเวลานี้เป็นฤดูอะไรครับ.,ဒီအချိန် အင်္ဂလန်မှာ ဘယ်ရာသီလဲ။,100,Queue
ฤดูหนาวครับ.,ဆောင်းရာသီ။,200,Queue
ฤดูหนาวอากาศเป็นยังไงครับ.,ဆောင်းတွင်းမှာ ရာသီဥတုက ဘယ်လိုလဲ။,600,Queue
ฤดูหนาวอากาศหนาวมากและมีหิมะตกครับ.,ဆောင်းရာသီက အရမ်းအေးပြီး နှင်းတွေကျတယ်။,600,Queue
ฤดูร้อนอากาศร้อนมากไหมครับ.,နွေရာသီက အရမ်းပူလား,600,Queue
ฤดูร้อนอากาศร้อนมากครับ.,နွေရာသီက အရမ်းပူတယ်။,100,Queue
ที่เมืองไทยฝนตกมากฤดูไหนครับ.,ထိုင်းနိုင်ငံမှာ ဘယ်ရာသီမိုးရွာသလဲ။,600,Queue
ฝนตกมากฤดูฝนครับ.,မိုးရာသီမှာ မိုးအရမ်းရွာတယ်။,100,Queue
คุณเกิดเมื่อไหร่ครับ.,သင့်ကိုဘယ်တုန်းကမွေးပါသလဲ?,1100,Queue
วันที่ 2 กุมภาพันธ์ ปี ค.ศ. 1985,ဖေဖော်ဝါရီ ၂၊ ၁၉၈၅,100,Queue
คุณล่ะครับ.,ခင်ဗျားရော?,100,Queue
ผมเกิดวันที่ 6 ธันวาคม ปี ค.ศ. 1982 ครับ,"ဒီဇင်ဘာလ 6, 1982 တွင်မွေးဖွားခဲ့သည်။",100,Queue
ปีนี้ พ.ศ. อะไรครับ,ဒါက ဘယ်နှစ်လဲ။,100,Queue
พ.ศ. 2567 ครับ,၂၅၆၇ ခုနှစ်,100,Queue
วันนี้วันที่เท่าไหร่เดือนอะไร และ ปี พ.ศ. อะไรครับ,ဒီနေ့ ဘာလနဲ့ ဘယ်နှစ်လဲ?,100,Queue
วันนี้วันที่ 4 สิงหาคม พ.ศ. 2545 ครับ ,ယနေ့ 4 သြဂုတ် 2002 ။,100,Queue
คุณเรียนภาษาไทยมากี่ปีแล้วครับ.,ထိုင်းစာကို ဘယ်နှစ်နှစ်လောက် လေ့လာပြီးပြီလဲ။,600,Queue
ผมเรียนมา 1 ปี กับ 2 เดือนแล้วครับ.,ကျွန်တော် ကျောင်းတက်နေတာ ၁ နှစ်နဲ့ ၂ လရှိပါပြီ။,600,Queue
ผมเรียนมา 2 ปีแล้วครับ.,ကျွန်တော် စာသင်နေတာ ၂ နှစ်ရှိပါပြီ။,100,Queue
คุณจะอยู่เมืองไทยนานไหมครับ.,ထိုင်းမှာ အကြာကြီးနေမှာလား။,3100,Queue
ประมาณ 6 เดือนครับ.,၆ လ လောက်ပါ။,700,Queue
จะกลับบ้านเมื่อไหร่ครับ.,မင်းဘယ်တော့အိမ်ပြန်မှာလဲ,600,Queue
เดือนพฤษภาคม ปีหน้าครับ.,နောက်နှစ် မေလ,600,Queue
เมืองไทยมีสามฤดู.,ထိုင်းမှာ ရာသီသုံးမျိုးရှိတယ်။,200,Queue
อากาศร้อนประมาณ 10 เดือน.,ရာသီဥတုက ၁၀ လ လောက်ပူတယ်။,600,Queue
ฤดูร้อนอากาศร้อนมากในเดือนเมษายน.,ဧပြီလတွင် နွေရာသီသည် အလွန်ပူသည်။,600,Queue
ฤดูหนาวมีประมาณ 2เดือน.,ဆောင်းရာသီက ၂ လလောက်ကြာတယ်။,600,Queue
เดือนกันยายนเป็นฤดูฝน ฝนตกมาก.,စက်တင်ဘာလသည် မိုးရာသီဖြစ်ပြီး မိုးများသည်။,600,Queue
เดือนธันวาคมเป็นฤดูหนาว.,ဒီဇင်ဘာသည် ဆောင်းရာသီဖြစ်သည်။,600,Queue
อากาศหนาวนิดหน่อย.,ရာသီဥတုက နည်းနည်းအေးတယ်။,600,Queue
เมืองไทยไม่มีหิมะตก.,ထိုင်းနိုင်ငံမှာ နှင်းကျတာ မရှိပါဘူး။,600,Queue
ปีนี้อากาศไม่ร้อนมาก.,ဒီနှစ် ရာသီဥတုက သိပ်မပူဘူး။,600,Queue
แต่ปีที่แล้ว อากาศหนาวมาก.,ဒါပေမယ့် မနှစ်က ရာသီဥတုက အရမ်းအေးတယ်။,1100,Queue
ผมต้องทำการบ้านให้โรงเรียนของผม.,ငါ့ကျောင်းအတွက် အိမ်စာလုပ်ရမယ်။,200,Queue
กรุณาช่วยผมด้วย.,ကျေးဇူးပြုပြီးကျွန်တော့်ကိုကူညီပါ,1000,Queue
ผมเป็นคนซื้อ.,ကျနော်က ဝယ်သူပါ,10,Queue
ผมเป็นคนขาย.,ကျနော််က ရောင်းသူပါ,10,Queue
นี่ใบอะไรครับ?.,ဒါဘာအရွက်လဲ,500,Queue
ใบคะน้า.,ကိုက်လန်ပါ,500,Queue
ครับ ผมจะเอา 2 กำ เท่าไหร่.,ဟုတ်ကဲ့ ၂ စည်းယူမယ်၊ ဘယ်လောက်လဲ,500,Queue
30 บาท ครับ.,ဘတ် ၃၀ ပါ,500,Queue
ที่นี่ 30 บาท.,ဘတ် ၃၀ ဒီမှာပါ ကျေးဇူး,500,Queue
ขอบคุณครับ.,ကျေးဇူးပါ,-,Queue
อยากได้หมู.,ဝက်သားလိုချင်ပါတယ်,500,Queue
มีครับ คุณต้องการเนื้อหมูแบบไหน.,ရှိပါတယ် ဘယ်လိုအသားလိုချင်လဲ,500,Queue
อยากได้หมูสามชั้น 1กิโลราคาเท่าไหร่ครับ.,၃ ထပ်သားလိုချင်ပါတယ်၊ တကီလိုဘယ်ဈေးလဲ,650,Queue
180 บาท ครับ.,ဘတ် ၁၃၀ ပါ,500,Queue
ผมจะเอา 1 กิโล.,၁ ကီလိုယူမယ်,1000,Queue
