thai,burmese,count,status,category
วันนี้วันหยุด,ဒီနေ့နားရက်,7000,Ready,Daily
วันนี้เป็นวันอะไรครับ,ဒီနေ့ဘာနေ့လဲ,400,Ready,Question
วันนี้แอนน์มาถึงห้องเรียนเช้า,ဒီနေ့ အန်းက ကျောင်းစောစောလာတယ်,400,Ready,School
วันนี้ไม่ไปทำงานแล้ว,ဒီနေ့အလုပ်မသွားဘူးလား,6000,Ready,Daily
วันพฤหัสบดี,ကြာသပတေးနေ့,3500,Queue,Time
วันพุธ,ဗုဒ္ဓဟူးနေ့,3500,Queue,Time
วันมะรืนนี้,သန်ဖက်ခါ,800,Queue,Time
วันศุกร์,သောကြာနေ့,3500,Queue,Time
วันหยุด,အားလပ်ရက်,0,Queue,Leisure
วันอะไร,ဘယ်နေ့လဲ,400,Ready,General
วันอังคาร,အင်္ဂါနေ့,3500,Queue,Time
วันอาทิตย์,တနင်္ဂနွေနေ့,3500,Queue,Time
วันเกิด,မွေးနေ့,300,Ready,Daily
วันเกิดของผมคือวันที่๒๙มกราคมพศ๒๕๓๐,ကျနော့်မွေးနေက ၂၉ ရက်နေ့ ဇန်နဝါရီ (ဗုဒ္ဓနှစ်)၂၅၃၀,300,Ready,Personal
วันเสาร์,စနေနေ့,3500,Queue,Time
วันเสาร์วันอาทิตย์,စနေ တနင်္ဂနွေ,100,Ready,Time
วันไหน,ဘယ်နေ့လဲ,1500,Queue,General
วัย,အရွယ်,300,Ready,General
วางไว้ที่สำนักงานเลยครับ,ရုံးမှာထားခဲ့ပါ,4700,Ready,General
วาดรูป,ပုံဆွဲသည်,0,Queue,Leisure
วิศวกร,အင်ဂျင်နီယာ,300,Ready,Job
วิ่ง,ပြေး,200,Ready,Sport
วีซ่า,ဗီဇာ,0,Queue,Immigration
วุ้นเส้น,ခေါက််ဆွဲအကြည်,1000,Queue,Food
ว่าทั้งหัวใจมีแต่เธอนั้น,ကိုယ့်ရင်ထဲမှာမင်းတယောက်ပဲရှိတယ်,1000,Queue,Song
ว่ายน้ำ,ရေကူး,0,Queue,Sport
ว่าอะไร,ဒါကိုဘယ်လိုခေါ်လဲ,6100,Ready,Question
ว่าไงนะ,ဘာပြောလိုက်တာလဲ,4000,Queue,General
ศ ศาลา,ဇရပ်,9860,Ready,Consonant
ศรีภูมิ,စီဖွန်း,1500,Ready,Place
ศาลพระภูมิ,ခြံထောင့်နတ်ကွန်း,1700,Ready,Religion
ศาสนา,သာသနာ,300,Ready,Religion
ศาสนาคริสต์,ခရစ်ယာန်ဘာသာ,300,Ready,Religion
ศาสนาฮินดู,ဟိန္ဒူဘာသာ,200,Ready,Religion
ศีรษะ,ခေါင်း,1000,Ready,Body
ศูนย์,သုည,4200,Ready,Number
ษ ฤๅษี,ရသေ့,9360,Ready,Consonant
ส เสือ,ကျား,8960,Ready,Consonant
สกปรกหรือสะอาด,ညစ်ပတ် သို့ သန့်ရှင်းသော,1600,Queue,Adjective
สดหรือเน่า,လတ်ဆတ်သော သို့ မလတ်ဆတ်သော,2000,Queue,Adjective
สถานที่โปรด,အကြိုက်ဆုံးနေရာ,500,Queue,Place
สถานทูต,သံရုံး,1500,Queue,Place
สถานทูต,သံရုံး,0,Queue,Immigration
สถานะทางกฎหมาย,ဥပဒေရေးရာအခြေအနေ,0,Queue,Immigration
สนามบิน,လေဆိပ်,1000,Queue,Place
สนามฟุตบอล,ဘောလုံးကွင်း,55,Queue,Sport
สนุก,ပျော်ရွှင်မှု,500,Queue,Emotion
สบู่และแชมพู,ဆပ်ပြာနဲ့ ခေါင်းလျှော်ရည်,500,Ready,Object
สมัยก่อนผมทำแกงเนื้อเองเลย,အရင်တုန်းကတော့ အမဲသားဟင်းကို ကိုယ်တိုင်ချက်တယ်။,1000,Queue,Daily
สมุด,မှတ်စုစာအုပ်,1000,Queue,Education
สรรพนาม,နာမ်စား,1000,Queue,Education
สระว่ายน้ำ,ရေကူးကန်,2000,Queue,Place
สร้อยคอ,ဆွဲကြိုး,800,Queue,Clothing
สละเลือดทุกหยาดเป็นชาติพลี,သွေး အသက်တွေနဲ့လဲပြီး ကာကွယ်စောင့်ရှောက်သွားကြပါမယ်,150,Ready,Song
สวนสาธารณะ,ပန်းခြံ,1100,Ready,Location
สวัสดี,မင်္ဂလာပါ။,6500,Ready,Greeting
สวัสดีครับ,မင်္ဂလာပါ,20,Ready,Greeting
สวัสดีตอนค่ำ,ကောင်းသောညနေခင်းပါ။,8500,Ready,Greeting
สวัสดีตอนบ่าย,ကောင်းသောနေ့လည်ခင်းပါ။,6500,Ready,Greeting
สวัสดีตอนเช้า,ကောင်းသောမနက်ခင်းပါ။,7000,Ready,Greeting
สว่างหรือมืด,အလင်း သို့ အမှောင်,4000,Queue,Adjective
สหรัฐอเมริกา,အမေရိက,500,Ready,Country
สอง,နှစ်,5200,Ready,Number
สองด้ามปากกา,ဘောပင် ၂ ချောင်း,3000,Queue,Object
สะพาน,တံတား,600,Queue,Structure
สะพานข้ามทางรถไฟ,ကုန်းကျော်တံတား,1500,Queue,Structure
สะเดา,တမာပင်,1000,Ready,Food
สะโพก,တင်ပါး,300,Ready,Body
สัก,တက်တူး,1000,Queue,Daily
สันผีเสื้อ,ဆန်ဖီဆု့ာ,1500,Ready,Place
สัมภาษณ์,အင်တာဗျူး,0,Queue,Immigration
สั่งก๋วยเตี๋ยวให้หน่อย,ကွေ့တယို တချက်မှာပေးနိုင်မလား,1200,Queue,Daily
สาม,သုံး,5200,Ready,Number
สามตัวเสื้อ,ရှပ် ၃ ထည်,3500,Queue,Clothing
สามอาทิตย์ที่แล้ว,သုံးပတ်အရင်က,1000,Queue,Time
สามารถเข้าถึง,ဖတ်နိုင်အောင်,2600,Queue,General
สามีภรรยา,လင်မယား,300,Ready,Family
สามเม็ดพริก,ငြုပ််သီးတောင့် ၃ တောင့်,800,Queue,Food
สายหรือเร็ว,နောက်ကျ သို့ စောသော,2500,Queue,Adjective
สำนักงาน,ရုံး,2600,Ready,Place
สำลีพันด้าม,နားကျပ်တံ,3000,Queue,Object
สำหรับต่างชาติ,နိုင်ငံခြားသားများအတွက်,2200,Ready,General
สิงหาคม,သြဂုတ်,6400,Queue,Calendar
สิงโตนำโชค,ပေါ့အဆိုတော်,300,Ready,Song
สิบ,တစ််ဆယ်,5200,Ready,Number
สิบลิตรนม,နို့ ၁၀ လီတာ,1500,Queue,Food
สิบสอง,ဆယ့်နှစ်,4200,Ready,Number
สิบห้า,ဆယ့်ငါး,30,Ready,Number
สิบเอ็ด,ဆယ့်တစ်,4200,Ready,Number
สิบโมงครึ่งเช้า,မနက်10နာရီခွဲပါ,1600,Ready,Time
สีกรมท่า,နေဗီရောင်,1000,Queue,Color
สีขาว,အဖြူရောင်,600,Ready,Color
สีชมพู,ပန်းရောင်,4500,Ready,Color
สีชมพูอ่อน,ပန်းနုရောင်,5000,Ready,Color
สีทอง,ရွှေရောင်,900,Queue,Color
สีทาลา,မြည်းအတွက်အရောင်,1200,Queue,School
สีน้ำตาล,အညိုရောင်,6600,Ready,Color
สีฟ้า,အပြာရောင်,7000,Ready,Color
สีม่วง,ခရမ်းရောင်,10700,Ready,Color
สีส้ม,လိမ္မော်ရောင်,8000,Ready,Color
สีอะไรก็ได้,ဘာရောင်ဖြစ်ဖြစ်ရတယ်။,3500,Ready,Color
สีอ่อน,အရောင်နု,6500,Ready,Color
สีเข้ม,အရောင်ရင့်,11000,Ready,Color
สีเงิน,ငွေရောင်,900,Queue,Color
สีเทา,မီးခိုးရောင်,6000,Ready,Color
สีเทาเทา,မွဲမွဲလေး,500,Ready,Color
สีเหลือง,အဝါရောင်,4000,Ready,Color
สีใด,ဘာရောင်လဲ,505,Ready,Color
สีใสใส,ကြည််ကြည်လေး,500,Ready,Color
สี่,လေး,5200,Ready,Number
สี่ช้อน,ဇွန်း ၄ ချောင်း,1300,Queue,Object
สี่อาทิตย์หน้า,လေးပတ်နောက်,1500,Queue,Time
สุกหรือดิบ,မှည့် သို့ စိမ်းသော,1300,Queue,Adjective
สุขภาพ,ကျန်းမာရေး,500,Queue,Health
สุเทพ,ဆုထက်,1500,Ready,Place
สูงกว่าผม,ကျနော့်ထက်ရှည်တယ်,800,Queue,Daily
สูงหรือเตี้ย,ရှည်သော သို့ တိုသော (အမြင့်),3500,Queue,Adjective
สูงและแข็งแรง,အရပ်ရှည်ပြီး သန်မာတယ်,3700,Queue,Adjective
สูบได้ที่นี่,ဒီနေရာမှာ ဆေးလိပ်သောက်နိုင်ပါတယ်,1000,Queue,General
สแกนไวรัส,ဗိုင်းရပ်စ်စစ်ဆေး,0,Queue,Technology
ส่ง,ပေးပို့သည်,500,Queue,General
ส่งข้อความ,မက်ဆေ့ပို့သည်,1000,Queue,General
ส่วนสูง166เซนติเมตร,အရပ် ၁၆၆ စင်တီမီတာ,2600,Queue,Body
ส่วนใหญ่ผมกินแต่ข้าวกับผักต้ม,အများအားဖြင့် ထမင်းနဲ့အရွက်ပြုတ်တွေပဲ စားတယ်။,2000,Queue,General
ส้มตำลาว,လာအိုသင်္ဘောသီးသုပ်,500,Ready,Food
ส้มตำไทย,ထိုင်းသင်္ဘောသီးသုပ်,600,Ready,Food
ส้มและองุ่น,လိမ္မော်သီးနဲ့ စပျစ်သီး,1300,Queue,Food
ส้าต้มแซ่บ,အသားချဥ်စပ် ပြုတ်/သုပ်,200,Ready,Food
ห หีบ,သေတ္တာ,8960,Ready,Consonant
หก,ခြောက်,5200,Ready,Number
หกคู่รองเท้า,ဖိနပ် ၆ ရံ,5100,Queue,Clothing
หนองป่าครั่ง,နွန်းပါခရန်း,1500,Ready,Place
หนองหอย,နွန်းဟွိုင်,1500,Ready,Place
หนักหรือเบา,အလေး သို့ အပေါ့,5700,Queue,Adjective
หนัง,ရုပ်ရှင်,500,Queue,General
หนังสือ,စာအုပ်,500,Queue,School
หนังสือเดินทาง,နိုင်ငံကူးလက်မှတ်,0,Queue,Immigration
หนังสือเดินทาง,ပတ်စ်ပို့,700,Queue,Object
หนังสือเล่มนี้,ဒီစာအုပ်,1900,Queue,General
หนังสือเล่มนี้ได้,ဤစာအုပ်ကို ယခုရရှိနိုင်ပါပြီ။,2500,Queue,General
หนังสือเสียง,အသံစာအုပ်,1700,Queue,General
หนังเรื่องนี้ขำดี,ဒီရုပ်ရှင်က ရယ်ရတယ်,1000,Queue,Daily
หนาวนี้ที่ ดอยม่อนแจ่ม,မွန်ကျမ်းကဆောင်းရာသီ,200,Ready,Location
หนึ่ง,တစ်,5200,Ready,Number
หนึ่งพัน,ထောင်,5200,Ready,Number
หนึ่งลาเต้ร้อนครับ,ကျေးဇူးပြုပြီး လတ်တေးပူပူလေးတစ်ခွက်ပေးပါ။,15,Ready,Daily
หนึ่งล้าน,သန်း,5200,Ready,Number
หนึ่งสัปดาห์มีเจ็ดวัน,၁ ပတ်မှာ ၇ ရက်ရှိတယ်,4500,Queue,Daily
หนึ่งหมื่น,သောင်း,5200,Ready,Number
หนึ่งเล่มหนังสือ,စာ ၁ အုပ်,2000,Queue,Object
หนึ่งแสน,သိန်း,5200,Ready,Number
หน่อยครับ,တဆိတ်လောက် ကျနော့်ကိုပြောပါ,2000,Queue,General
หน่อไม้ดอง,မျှစ်ချဉ်,650,Ready,Food
หน้าจอ,မျက်နှာပြင်,0,Queue,Technology
หน้าจอแตก,မျက်နှာပြင် ကွဲသွားတယ်,0,Queue,Technology
หมวก,ဦးထုတ်,4000,Queue,Clothing
หมวก,ဦးထုပ်,3000,Queue,Object
หมวกนิรภัย,ဆိုင်ကယ်ဦးထုတ်,2500,Queue,Clothing
หมอน,ခေါင်းအုံး,2000,Queue,Object
หมูปิ้ง,ဝက််ကင်,500,Ready,Food
หมูย่าง,ဝက်ကင်,1600,Queue,Food
หมู่,ကျေးရွာအုပ်စု,310,Ready,Place
หมู่บ้าน,ရွာ,500,Ready,Place
หมู่บ้านนี้น่าอยู่มากเลยอ่ะ,ဒီရွာလေးကအရမ်းသာယာတယ်,500,Ready,General
หม้อ,ဒယ်အိုး,5000,Ready,Food
หม้อข้าว,ထမင်းပေါင်းအိုး,5500,Ready,Food
หม้อหุงข้าว,ထမင်းပေါင်းအိုး,4000,Ready,House
หรือเปล่า,ဟုတ်တယ်မလား,1000,Queue,General
หลวงพี่,ကြွပါဘုရား (ကိုယ့်ထက်ကြီး),700,Queue,Religion
หลวงพ่อ,ကြွပါဘုရား (အဖေ့ထက်ကြီး),700,Queue,Religion
หลอด,အချိုရည်ပိုက်,2000,Queue,Object
หลังคาและหน้าต่าง,အမိုးနဲ့ ပြတင်းပေါက်,7500,Queue,Object
หลังจากที่เธอมาถึง,သူမရောက်ပြီးနောက်,1000,Queue,Time
หลังเลิกเรียน,ကျောင်းဆင်းရင်,800,Queue,Time
หลานชายและหลานสาว,တူနဲ့ တူမ/မြေးနဲ့ မြေးမ,1100,Queue,Family
หลายประเภท,အမျိုးမျိုး,5700,Queue,General
หลู้,သွေးဟင်းရည်,1000,Queue,Food
หล่อ,ချောမောသော,500,Ready,General
หวานหรือเปรี้ยว,ချိုသော သို့ ချဥ်သော,2000,Queue,Adjective
หัวล้าน,ကတုံး,2500,Queue,Adjective
หัวหน้าห้อง,အတန်းခေါင်းဆောင်,2000,Queue,General
หากเธอก็รักเธอก็รู้สึกดีๆเหมือนกัน,မင်းလည်းကိုယ့်ကိုချစ်ပြီးရင်ခုန်သံတွေ ထပ်တူညီနေမလား,1000,Queue,Song
หาบ,ထမ်းပိုးသည်,800,Queue,Action
หายยา,ဟိုက်ယာ,1500,Ready,Place
หายไวๆนะครับ,မကြာခင်သက်သာပါစေ,1000,Queue,Health
หาว,သမ်းဝေသည်,1100,Queue,Action
หาเจอแล้ว,ရှာတွေ့ပြီ,8000,Ready,Daily
หาเจอไหม,ရှာတွေ့လား,7300,Ready,General
หาเสามา,တိုင်ရှာသွား,1000,Queue,Action
หาเหา,ခြများကိုရှာပါ။,1000,Queue,Daily
หาและพา,ရှာပြီးယူပါ။,1000,Queue,Action
หาให้เจอ,တွေ့အောင််ရှာ,7000,Ready,Daily
หาไม่เจอ,ရှာမတွေ့ဘူး,5500,Ready,Daily
หิวข้าวหยัง,ထမင်းဆာပြီလား,6500,Ready,Daily
หิวข้าวแล้ว,ထမင်းဆာပြီ,7000,Ready,Daily
หุ่นดีเอวคอด,ပုံကောင်း၊ ခါးကျဉ်း,1500,Queue,Body
หูตา,နား၊ မျက်လုံး,500,Ready,School
หูฟัง,နားကျပ်,600,Queue,Object
หูและปาก,နားနဲ့ ပါးစပ်,1000,Queue,Body
ห้องฉุกเฉิน,အရေးပေါ်ခန်း,1000,Ready,Health
ห้องนอน,အိပ်ခန်း,800,Queue,Place
ห้องสมุด,စာကြည့်တိုက်,520,Ready,Place
ห้องเรียน,စာသင်ခန်း,1000,Queue,Place
ห้า,ငါး,5200,Ready,Number
ห้ามสูบบุหรี่,ဆေးလိပ်မသောက်ရ,3000,Queue,General
ห้าแผ่นกระดาษ,စာ ၅ ရွက်,1500,Queue,Object
ฬ จุฬา,စွန်,10960,Ready,Consonant
อ อ่าง,ကန်,8460,Ready,Consonant
องค์การสหประชาชาติ,ကုလသမဂ္ဂ,1500,Queue,Politics
อดิเรกของคุณคืออะไรครับ?,မင်းရဲ့ဝါသနာက ဘာလဲ,2500,Queue,General
อนุทินชาญวีรกูล,ဖွန်ကျေထိုင်-ပါတီခေါင်းဆောင်၊ လက်ရှိအစိုးရနဲ့ လက်တွဲ၊ ပြည်သူ့ကျန်းမာရေး ဝန်ကြီးဌာန ဒုဝန်ကြီး၊ အနုထင်ချန်ဝီရကွန်,800,Queue,Politics
อยากทำอะไรก็ทำ,လုပ်ချင်တာလုပ်,600,Queue,General
อยากสักรูปสิงโตที่หลัง,နောက်ကျောမှာ ခြင်္သေ့ပုံတက်တူးထိုးချင်တယ်။,1000,Queue,Daily
อยากส่งมันไปแม่สายครับ,ဒါ မဲ့ဆိုင်ကို ပို့ချင်လို့ပါ,500,Queue,General
อยากให้เชื่อกัน,ယုံစေချင်ပါတယ်,1000,Queue,Song
อยากได้หมู,ဝက်သားလိုချင်ပါတယ်,500,Queue,Food
อยากได้หมูสามชั้น1กิโลราคาเท่าไหร่ครับ,၃ ထပ်သားလိုချင်ပါတယ်၊ တကီလိုဘယ်ဈေးလဲ,650,Queue,Food
อยู่ดำรงคงไว้ได้ทั้งมวล,ဤမြေကြီးကို ထိန်းသိမ်းထားကြတယ်,50,Ready,Song
อย่าคิดมาก,အရမ်းမတွေးနဲ့,6100,Ready,Daily
อย่างที่รู้กัน,မင်းသိတဲ့အတိုင်း,1500,Ready,General
อย่างไร,ဘယ်လိုလဲ,3500,Queue,General
อย่างไรคุณทำ,အခြေအနေဘယ်လိုလဲ,3000,Queue,General
อย่าปาขยะ,အမှိုက်မပစ်ရ။,1500,Queue,General
อย่ายอมแพ้ง่ายๆ,လွယ်လွယ်အရှုံးမပေးနဲ့,6500,Ready,Encouragement
อย่าเพิ่งมา,မလာသေးဘူး။,5000,Ready,Command
อย่าโกหกฉัน,ငါ့ကို မလိမ်နဲ့,2000,Queue,General
อร่อย,အရသာရှိသည်,400,Ready,Adjective
อวย สวย,လှပသည်,5500,Queue,Vowel
ออกกำลังกายมากขึ้น,အားကစားများများလုပ်ပါ,2000,Queue,Health
ออกจากที่นี่,ဒီကထွက်ခွာသည်,800,Queue,Action
ออกจากระบบ,ထွက်ပါ,0,Queue,Technology
ออย ลอย,မျောသည်,6500,Queue,Vowel
อะ ประตู,တံခါး,5515,Ready,Vowel
อะไร,ဘာလဲ,10,Ready,General
อะไรเกิดขึ้น,ဘာဖြစ်တာလဲ,3000,Queue,General
อั อังคาร,အင်္ဂါ,5510,Ready,Vowel
อันธพาล,ဂိုဏ်းစတား,2600,Queue,Social
อันนั้น,ထိုအရာ,500,Ready,General
อันนี้ก็ใช่,ဒါလည်းဟုတ်တယ်,200,Ready,General
อันนี้ตัวภาษาไทยเรียกว่าอะไรครับ,ဒါကို ထိုင်းလိုဘယ်လိုခေါ်,500,Queue,General
อันโน้น,ဟိုးအဝေးကအရာ,500,Ready,General
อัปเดต,အပ်ဒိတ်,0,Queue,Technology
อัปโหลด,အပ်လုဒ်လုပ်သည်,0,Queue,Technology
อัย วัยรุ่น,ဆယ်ကျော်သက်,6000,Queue,Vowel
อา อา,ဦးလေး,5510,Ready,Vowel
อากาศร้อนประมาณ10เดือน,ရာသီဥတုက ၁၀ လ လောက်ပူတယ်။,600,Queue,Weather
อากาศหนาวนิดหน่อย,ရာသီဥတုက နည်းနည်းအေးတယ်။,600,Queue,Weather
อากาศเย็นสบายมาก,ရာသီဥတုကောင်းတယ်,1000,Queue,Weather
อาจจะ,ဖြစ်ကောင်းဖြစ်,500,Queue,General
อาทิตย์ที่ผ่านมา,လွန်ခဲ့တဲ့အပတ်,3200,Queue,Time
อาทิตย์นี้,ဒီအပတ်,5000,Queue,Time
อาทิตย์หน้า,နောက်တပတ်,3500,Queue,Time
อาพามา,ဦးလေးကခေါ်လာတယ်,1200,Queue,School
อามีตา,ဦးလေးမှာ မျက်လုံးရှိတယ်,500,Ready,School
อาย อาย,ရှက်သည်,5500,Queue,Vowel
อายุน้อยกว่าผม,ကျနော့်ထက််ငယ်တယ်,800,Queue,Daily
อายุมากกว่าผม,ကျနော့်ထက်ကြီးတယ်,1000,Queue,Daily
อาราม,ဘုန်းကြီးကျောင်း,1000,Queue,Religion
อารี,စိတ်ကောင်းရှိသော,1500,Queue,Adjective
อาว ขาว,အဖြူ,5500,Queue,Vowel
อาหารกลางวัน,နေ့လည်စာ,800,Queue,Food
อาหารพื้นเมือง,ဒေသစာ,1600,Queue,Food
อาหารเช้า,မနက်စာ,1200,Queue,Food
อาหารเย็น,ညစာ,400,Ready,Food
อาหารไทย,ထိုင်းအစားအစာ,5200,Ready,Food
อาโวกาโดร,ထောပတ်သီး,200,Ready,Nature
อำ ทำ,လုပ်သည်,5500,Queue,Vowel
อำเภอ,ခရိုင်,1500,Queue,Place
อิ คิด,စဥ်းစားသည်,5510,Ready,Vowel
อินทนิล,ပျဥ်းမပင်,500,Queue,Nature
อินเดีย,အိန္ဒိယ,400,Ready,Country
อินเทอร์เน็ต,အင်တာနက်,0,Queue,Technology
อินเทอร์เน็ตช้ามาก,အင်တာနက် အရမ်းနှေးတယ်,0,Queue,Technology
อิเล็กทรอนิกส์มากกว่า,အီးဘွတ်တွေပိုပြီး,2200,Queue,General
อิ่มแล้ว,ဗိုက််တင်းပြီ,700,Ready,Daily
อีก,ပို၍,1000,Queue,General
อีกสองเดือนครับ,နောက်ထပ် နှစ်လနေရင်။,600,Queue,Time
อีกา,ကျီီး,1500,Queue,Animal
อีเมล,အီးမေးလ်,0,Queue,Technology
อึ อึฝึก,လေ့ကျင့်သည်,6010,Ready,Vowel
อื คืน,ည,5510,Ready,Vowel
อือ มือ,လက်,5500,Ready,Vowel
อื่น,နောက်တစ်ခု,200,Ready,General
อุ จุด,အစက်,5500,Ready,Vowel
อุดฟัน,သွားဖာသည်,300,Ready,Health
อุบัติเหตุ,မတော်တဆမှု,500,Queue,General
อุปกรณ์,ကိရိယာ,0,Queue,Technology
อุย คุย,ပြောသည်,6500,Queue,Vowel
อู อูลูก,ကလေး,6000,Ready,Vowel
อู่ซ่อมมอเตอร์ไซค์,ဆိုင်ကယ်ဝပ်ရှော့,1100,Ready,Place
อู๊สให้นี่ไงก็แตก,*ကို*လို့ *မယ်,1000,Queue,18+
อ็ ก็,လည်းပဲ,5500,Ready,Vowel
อ็อ อ็องรี,အော်ရ်ရီ,5500,Ready,Vowel
อ็อย อ็อย,ဆီ,5500,Queue,Vowel
อ่อนหรือแข็ง,နူးညံ့သော သို့ မာကြောသော,1000,Queue,Adjective
อ่างเก็บน้ำอันคะเว่อ,အန်ခရော ရေလှောင်တမံ,3000,Queue,Place
อ่านหนังสือ,စာအုပ်ဖတ်သည်,0,Queue,Leisure
อ่านหนังสือ,စာဖတ်တယ်,1700,Queue,General
อ้วก,အန်သည်,600,Ready,Health
อํ ปุริสํ,ဆီး,5500,Queue,Vowel
ฮ นกฮูก,ဇီးကွက်,8000,Ready,Consonant
ฮาร์ดแวร์,ဟာ့ဒ်ဝဲ,0,Queue,Technology
ฯ ไปยาลน้อย,(စသဖြင့်) အတိုကောက်,2000,Ready,Education
เกมนี้สนุกมาก,ဒီပွဲက အရမ်းပျော်စရာကောင်းတယ်,0,Queue,Sport
เกรงกลัว,ကြောက်ရွံ့သည်,800,Queue,Emotion
เกรปฟรุต,ကျွဲကော,200,Ready,Nature
เกลือ,ဆား,4000,Ready,Food
เกาหลีใต้,တောင်ကိုရီးယား,3000,Ready,Country
เกาไวไว,မြန်မြန်ကုတ်,1000,Queue,Action
เกิดวันพฤหัสบดี,ကြာသာပတေးနေ့မှာမွေးတယ်,500,Queue,Daily
เกิดแผ่นดินไหวใหญ่เบิ้มเลยนะ,ကြီးမားသော ငလျင်တစ်ခု လှုပ်ခတ်ခဲ့သည်။,1000,Queue,Nature
เกี่ยวกับวิวัฒนาการ,ဆင့်ကဲဖြစ်စဉ်အကြောင်း,2400,Queue,General
เกี่ยวข้อง,ပတ်သက်တယ်။,8300,Ready,General
เกือบ,လုနီးပါး,800,Queue,General
เกเร,ဆိုးသွမ်းသော,1000,Queue,Adjective
เก็บความรักไว้อย่างนั้น,တို့အချစ်တွေကို မျက်ကွယ်ပြုခဲ့ရင်,1500,Queue,Song
เก็บความลับนี้นะ,ဒါကိုလျှို့ဝှက်ထားပါ,2300,Queue,General
เก็บไว้,သိမ်းထားပါ,1500,Queue,General
เก่งจัง,မင်းက မိုက်လိုက်တာ။,1100,Queue,18+
เก่าหรือใหม่,အဟောင်း သို့ အသစ်,3600,Queue,Adjective
เก้า,ကိုး,5200,Ready,Number
เก้ากิโลข้าว,ဆန် ၉ ကီလို,1400,Queue,Food
เขตตรวจจับความเร็ว,မြန်နှုန်းထောက်လှမ်းဇုန်,1000,Queue,General
เขตโรงเรียนลดความเร็ว,ကျောင််းရှိသည် အရှိန်လျှော့,3000,Queue,General
เขา,သူ/သူမ,5500,Ready,Pronoun
เขาจาม,နှာချေသည်,2000,Queue,Daily
เขาชอบถ่ายรูปวิวธรรมชาติ,သူက သဘာဝရှုခင်းတွေကို ဓာတ်ပုံရိုက်ရတာ ကြိုက်တယ်,0,Queue,Leisure
เขาชอบโมเมเรื่องที่ไม่จริง,သူက မမှန်တဲ့ ဇာတ်လမ်းတွေကို ဖန်တီးရတာ ကြိုက်တယ်။,500,Queue,General
เขาพยายามมากเลย,သူအရမ်းကြိုးစားတယ်,3000,Queue,General
เขาพยายามแก้ตัว,သူဆင်ခြေပေးဖို့ကြိုးစားတယ်။,1100,Ready,Daily
เขามาถึงห้องเรียนเวลา9โมง15นาที,၉ နာရီီ ၁၅ မှ အတန်းထဲရောက်လာတယ်,500,Ready,School
เขามาสายไป15นาที,သူရောက်လာတာ ၁၅ မိနစ်နောက်ကျတယ်။,500,Ready,School
เขาสองคนกลับบ้านตอน2ทุ่ม,သူတို့ နှစ်ယောက် အိမ်ပြန်ရောက်တော့ ည ၈ နာရီ,600,Queue,General
เขาหิวตลอดเวลา,သူတချိန်လုံး ဗိုက်ဆာနေတယ်။,600,Ready,Daily
เขาเกือบสายวันนี้,သူနောက်ကျတော့မလို့။,500,Queue,Daily
เขาเก่งเทนนิสมาก,သူ တင်းနစ်မှာ အရမ်းတော်တယ်,0,Queue,Sport
เขาเป็นผู้ชายกำยำมาก,သူက အရမ်းသန်မာတဲ့လူတစ်ယောက်ပါ။,500,Queue,General
เขาเมา,အရက်မူးသည်,1500,Queue,Daily
เขาเลิกเรียนประมาณเที่ยง,နေ့လည်လောက်ကျောင်းပြီးတယ်,500,Queue,School
เขาแก่โขแล้ว,သူက အသက်အရမ်းကြီးတယ်။,1000,Queue,Daily
เขาไถนา,ထွန်ရေးလယ်,2500,Queue,Action
เขาไปเที่ยวต่างประเทศทุกปี,သူက နှစ်တိုင်း နိုင်ငံခြားကို အလည်သွားတယ်,0,Queue,Leisure
เขียนและอ่าน,စာရေးနဲ့ စာဖတ်,2500,Queue,Action
เข็มขัด,ခါးပတ်,2700,Queue,Clothing
เข็มขัด,ခါးပတ်,2500,Queue,Object
เข้านอน,အိပ်ရာဝင်သည်,2500,Queue,General
เข้าสู่ระบบ,ဝင်ရောက်ပါ,0,Queue,Technology
เข้าเรียน,စာသင်ခန်းထဲဝင်သည်,500,Queue,School
เคย,ရောက်ဖူးတယ်/ဖြစ်ဖူးတယ်,300,Ready,General
เคยมา,လာဖူးတယ်,4500,Ready,Experience
เคยเป็น,ဖြစ်ခဲ့သည်,500,Queue,General
เครือข่าย,ကွန်ရက်,0,Queue,Technology
เครื่องซักผ้า,အဝတ်လျှော်စက်,6600,Ready,House
เครื่องดื่ม,သောက်စရာ,595,Ready,Food
เครื่องบิน,လေယာဥ်ပျံ,700,Ready,Transportation
เคาน์เตอร์บริการข้อมูล,အင်ဖော်မေးရှင်းကောင်တာ,1000,Queue,Place
เค็มหรือจืด,ငန် သို့ ပေါ့သည်,2300,Queue,Adjective
เค้ากินหมดเรียบเลยอะ,သူအကုန်စားလိုက်ပြီ,500,Queue,Daily
เงาะ,ကြက်မောက်သီး,500,Queue,Nature
เงินไทย,ထိုင်းငွေ,5300,Ready,Money
เจอกันพรุ่งนี้,နက်ဖြန်မှတွေ့မယ်။,10000,Ready,Greeting
เจ็ด,ခုနှစ်,5200,Ready,Number
เจ็ดลูกผลไม้,သစ်သီး ၇ လုံး,2300,Queue,Food
เจ็บคอ,လည်ချောင်းနာသည်,500,Ready,Health
เจ็บนิดหน่อย,နည်းနည်းပဲနာတယ်,500,Queue,Health
เจ็บปวด,နာကျင်သည်,5700,Queue,Health
